source_id,source_name,relation,target_id,target_name,id
TOO98,FortiGuard Labs,uses,TOO248,TinyURL,REL437
TOO98,FortiGuard Labs,uses,TOO67,Cuttly,REL438
TOO98,FortiGuard Labs,uses,TOO114,GitHub,REL439
TOO98,FortiGuard Labs,uses,TOO164,MediaFire,REL440
TOO159,Lumma Stealer,communicatesWith,TOO38,C2 server,REL441
TOO98,FortiGuard Labs,detect,MAL21,CoinMiner,REL442
FIL107,modularseven-1.0,deploy,MAL21,CoinMiner,REL443
FIL66,driftme-1.0,deploy,MAL21,CoinMiner,REL444
FIL50,catme-1.0,deploy,MAL21,CoinMiner,REL445
FIL107,modularseven-1.0,originate from,TOO222,sastra,REL446
FIL66,driftme-1.0,originate from,TOO222,sastra,REL447
FIL50,catme-1.0,originate from,TOO222,sastra,REL448
FIL107,modularseven-1.0,similar to,FIL58,culturestreak,REL449
FIL66,driftme-1.0,similar to,FIL58,culturestreak,REL450
FIL50,catme-1.0,similar to,FIL58,culturestreak,REL451
FIL107,modularseven-1.0,use,TOO206,PyPI,REL452
FIL66,driftme-1.0,use,TOO206,PyPI,REL453
FIL50,catme-1.0,use,TOO206,PyPI,REL454
FIL107,modularseven-1.0,target,TOO154,Linux,REL455
MAL2,8base,is a,MAL84,Ransomware,REL456
MAL2,8base,based on,TOO193,Phobos,REL457
MAL104,SmokeLoader,delivers,MAL2,8base,REL458
MAL2,8base,targets,TOO259,United States,REL459
MAL15,Bandook,targets,TOO168,Microsoft Windows,REL460
MAL15,Bandook,drop,FIL116,PDF file,REL461
MAL15,Bandook,inject,FIL109,msinfo32.exe,REL462
MAL15,Bandook,use,FIL118,PID of msinfo32.exe,REL463
TOO98,FortiGuard Labs,detects,TOO86,email phishing,REL464
TOO86,email phishing,targets,TOO168,Microsoft Windows,REL465
TOO86,email phishing,uses,FIL104,malicious PDF file,REL466
FIL104,malicious PDF file,downloads,FIL18,.NET executable file,REL467
FIL18,.NET executable file,created with,TOO200,PowerGUI,REL468
FIL18,.NET executable file,runs,TOO201,PowerShell,REL469
TOO201,PowerShell,fetches,MAL71,MrAnon Stealer,REL470
MAL71,MrAnon Stealer,is,TOO207,Python,REL471
MAL71,MrAnon Stealer,compressed with,TOO68,cx-Freeze,REL472
MAL71,MrAnon Stealer,steals,TOO59,credentials,REL473
MAL71,MrAnon Stealer,steals,TOO35,browser sessions,REL474
MAL71,MrAnon Stealer,steals,TOO64,cryptocurrency extensions,REL475
TOO17,Apache Active MQ,contains,VUL17,CVE-2023-46604,REL476
TOO98,FortiGuard Labs,released,TOO189,Outbreak Alert,REL477
TOO98,FortiGuard Labs,detected,MAL41,GoTitan,REL478
TOO98,FortiGuard Labs,detected,MAL79,PrCtrl Rat,REL479
TOO98,FortiGuard Labs,identified,TOO229,Sliver,REL480
TOO146,Konni,uses,TOO212,RAT,REL481
TOO146,Konni,targets,TOO168,Microsoft Windows,REL482
TOO266,VBA script,uses,TOO186,OLEFormat.IconLabel,REL483
TOO266,VBA script,drop,FIL138,temp.zip,REL484
TOO266,VBA script,execute,FIL51,check.bat,REL485
TOO214,Rhysida,uses,TOO201,PowerShell,REL486
TOO214,Rhysida,uses,TOO203,PSExec,REL487
TOO214,Rhysida,uses,TOO16,AnyDesk,REL488
TOO214,Rhysida,uses,TOO280,WinSCP,REL489
TOO214,Rhysida,deploy,MAL95,Rhysida ransomware,REL490
TOO214,Rhysida,offer,TOO210,RaaS,REL491
TOO214,Rhysida,use,MAL33,ESXi-based ransomware,REL492
MAL75,NoEscape,is,MAL85,Ransomware-as-a-Service,REL493
MAL75,NoEscape,related to,MAL14,Avaddon,REL494
MAL75,NoEscape,targets,TOO168,Microsoft Windows,REL495
MAL75,NoEscape,targets,TOO154,Linux,REL496
MAL75,NoEscape,targets,TOO88,ESXi,REL497
MAL75,NoEscape,affects,TOO118,government,REL498
MAL75,NoEscape,affects,TOO87,energy,REL499
MAL75,NoEscape,affects,TOO126,hospitals,REL500
MAL75,NoEscape,affects,TOO194,physicians’ clinics,REL501
TOO98,FortiGuard Labs,uses,ATT10,Cybercrime-as-a-Service,REL502
TOO98,FortiGuard Labs,uses,TOO109,generative AI,REL503
TOO98,FortiGuard Labs,uses,TOO39,CaaS,REL504
TOO98,FortiGuard Labs,uses,ATT3,APT,REL505
MAL56,Knight,is a,MAL84,Ransomware,REL506
MAL56,Knight,targets,TOO168,Microsoft Windows,REL507
MAL56,Knight,uses,TOO192,phishing,REL508
MAL56,Knight,uses,MAL90,Remcos,REL509
MAL56,Knight,uses,MAL81,Qakbot,REL510
MAL24,Cyclops,is a,MAL84,Ransomware,REL511
MAL56,Knight,successor of,MAL24,Cyclops,REL512
TOO11,advisory,issued by,TOO43,CERT Italy,REL513
MAL34,ExelaStealer,uses,TOO207,Python,REL514
MAL34,ExelaStealer,uses,TOO141,JavaScript,REL515
MAL34,ExelaStealer,targets,TOO275,Windows,REL516
MAL34,ExelaStealer,sold by,TOO209,quicaxd,REL517
MAL34,ExelaStealer,advertised on,TOO245,Telegram,REL518
MAL8,Akira,is a,MAL84,Ransomware,REL519
MAL8,Akira,targets,TOO168,Microsoft Windows,REL520
MAL8,Akira,targets,TOO154,Linux,REL521
ATT6,CERT India,issues,TOO11,advisory,REL522
TOO98,FortiGuard Labs,protects against,MAL8,Akira,REL523
TOO101,Fortinet,partners with,TOO98,FortiGuard Labs,REL524
MAL54,IZ1H9,uses,TOO173,Mirai,REL525
MAL54,IZ1H9,exploits,VUL3,CVE-2015-1187,REL526
MAL54,IZ1H9,exploits,VUL5,CVE-2016-20017,REL527
MAL54,IZ1H9,exploits,VUL11,CVE-2020-25506,REL528
MAL54,IZ1H9,exploits,VUL13,CVE-2021-45382,REL529
TOO98,FortiGuard Labs,uses,TOO184,NPM,REL530
TOO98,FortiGuard Labs,uses,TOO141,JavaScript,REL531
TOO98,FortiGuard Labs,uses,TOO206,PyPI,REL532
TOO98,FortiGuard Labs,uses,FIL93,index.js,REL533
TOO98,FortiGuard Labs,targets,ATT4,Azerbaijanian company,REL534
TOO98,FortiGuard Labs,targets,TOO25,Azerbaijan,REL535
TOO98,FortiGuard Labs,targets,TOO21,Armenia,REL536
MAL69,MidgeDropper,uses,TOO211,RAR,REL537
MAL69,MidgeDropper,drop,FIL42,062023_PENTING_LIST OF SUPERVISORY OFFICERS WHO STILL HAVE NOT REPORT.pdf.exe,REL538
TOO98,FortiGuard Labs,targets,TOO275,Windows,REL539
TOO98,FortiGuard Labs,uses,FIL146,Word document,REL540
TOO98,FortiGuard Labs,uses,MAL77,OriginBotnet,REL541
TOO98,FortiGuard Labs,uses,MAL89,RedLine Clipper,REL542
TOO98,FortiGuard Labs,uses,MAL6,AgentTesla,REL543
TOO18,Aphishingemail,uses,FIL146,Word document,REL544
MAL5,Agent Tesla,uses,MAL93,Remote Access Trojan,REL545
MAL5,Agent Tesla,uses,TOO74,data stealer,REL546
MAL5,Agent Tesla,is a,MAL65,Malware-as-a-Service,REL547
TOO192,phishing,used by,MAL5,Agent Tesla,REL548
MAL5,Agent Tesla,exploits,VUL7,CVE-2017-11882,REL549
MAL5,Agent Tesla,exploits,VUL8,CVE-2018-0802,REL550
TOO192,phishing,targets,TOO277,Windows Users,REL551
TOO98,FortiGuard Labs,detects,MAL5,Agent Tesla,REL552
TOO98,FortiGuard Labs,mitigates,TOO6,3000,REL553
TOO98,FortiGuard Labs,observes,TOO2,1300,REL554
